text,label,type,topic
"Subject: Crucial: Your Q4 Salary Report Is Ready!
Good day, We have finished processing your Q4 salary report. Access and review it via this secure link: hxxps://q4-report-view.online. Please note that access expires in 24 hours for security reasons. Regards, HR Management.",1,email,HR salary update
"Subject: Information Regarding Your Annual Salary Review
Dear [Employee Name], This email is to inform you that your annual salary review has been completed. Details regarding any adjustments will be available on the HR self-service portal by the end of the week. Please log in to review your personalized statement: https://company.hr.portal/login.",0,email,HR salary update
Your latest payslip is available on the HR portal. Log in securely to view and download: https://company.hr.portal/login,0,sms,HR salary update
"Subject: Upcoming Payroll Schedule Reminder
Hello Team, Just a friendly reminder about the upcoming payroll schedule. Salaries for the current period will be processed on [Date] and deposited by [Date + 2 days]. Please ensure your banking details are up-to-date in the HR system.",0,email,HR salary update
HR Update: New employee benefits details are now live on the company intranet. Review your options at your convenience: https://company.intranet/benefits,0,sms,HR salary update
"Subject: Employee Self-Service Portal Access
Dear [Employee Name], We're writing to confirm your access to the Employee Self-Service Portal. You can view your payslips, tax forms, and update personal information securely at https://company.hr.portal/self-service. For assistance, contact HR support.",0,email,HR salary update
Reminder: Q1 performance reviews close on [Date]. This impacts your annual salary adjustment. Complete yours via the Performance Management module: https://company.hr.portal/performance,0,sms,HR salary update
"Subject: Update on 2024 Compensation Structure
Team, We are pleased to announce updates to our 2024 compensation structure, designed to better reflect market trends and employee contributions. Full details and FAQs can be found on the HR SharePoint site: https://company.sharepoint/compensation. We encourage you to review this information.",0,email,HR salary update
Tax document (W-2/T4) for [Year] is available. Access and download via your secure HR portal account: https://company.hr.portal/tax-docs,0,sms,HR salary update
"Subject: Your Feedback on Salary Review Process
Hi Team, As part of our continuous improvement efforts, we'd appreciate your feedback on the recent salary review process. A short, anonymous survey is available until [Date] here: https://company.survey.tool/hr-feedback. Your input is valuable.",0,email,HR salary update
"Payroll change: Starting next month, payslips will be delivered electronically only. Ensure your email is current in the HR system.",0,sms,HR salary update
"Subject: Important Notice: Direct Deposit Verification
Dear Employees, As a standard security measure, we will be sending out direct deposit verification notifications next week. Please ensure your contact details are current. This is for your protection. No action is required unless your details have changed.",0,email,HR salary update
HR reminder: The deadline for submitting expense reports for reimbursement before the next salary cycle is [Date].,0,sms,HR salary update
"Subject: Urgent: Suspicious Activity Detected On Your Account. Dear Customer, We have detected unusual login attempts from an unrecognized device. To prevent unauthorized access, please verify your account activity immediately here: secure-banc-online.co/verify. Failure to act within 24 hours will result in temporary account suspension. Thank you, Your Bank Security Team.",1,email,banking security alert
"Alerta BCR: O tranzacție de 250 RON catre XYZ Store a fost autorizată la ora 10:35. Dacă nu recunoașteți această tranzacție, contactați-ne la numărul de pe spatele cardului sau verificați aplicația mobilă.",0,sms,banking security alert
Ați primit o alertă de securitate de la banca dumneavoastră. Contul dvs. va fi blocat dacă nu vă actualizați imediat informațiile aici: bancasuport.com/login-urgent,1,sms,banking security alert
"Subiect: Notificare de Securitate - Activitate Neobișnuită Pe Contul Dumneavoastră. Stimate Client, Vă informăm că am observat o activitate de conectare neobișnuită pe contul dumneavoastră de internet banking. Recomandăm să vă conectați la contul dumneavoastră prin intermediul site-ului oficial al băncii și să verificați istoricul tranzacțiilor. Dacă observați ceva suspect, vă rugăm să ne contactați la 0800 801 802 sau să vizitați o sucursală. Nu vă vom cere niciodată datele personale prin email. Cu stimă, Banca Națională.",0,email,banking security alert
"Subject: Security Alert: Your Accound is Compromised. Dear Costumer, Your banking account has been flagged for suspicious activity. Multiple failed login attempts have been recorded. To restore full access and secure your funds, pleese update your details immediately via our secure portal: mybank-security.net/verify-now. Ignoring this alert will lead to permanent account closure. Sincerely, Banking Department.",1,email,banking security alert
"BT Pay: Ati adaugat un nou dispozitiv pentru autentificare. Daca nu dumneavoastra ati facut aceasta actiune, va rugam contactati Serviciul Clienti la 02640264 (numar standard) pentru blocarea imediata.",0,sms,banking security alert
Atentie! A fost detectata o tranzactie neautorizata de 1500 RON. Anuleaza-o acum la: secure-ro-bank.org/cancel,1,sms,banking security alert
"Subiect: Informare de Securitate - Sfaturi Pentru Protecția Datelor. Stimate Client, Vă reamintim importanța securității online. Pentru a vă proteja împotriva fraudelor, verificați întotdeauna adresa expeditorului, nu dați click pe linkuri suspecte și nu divulgați datele de autentificare. Dacă primiți mesaje neobișnuite, contactați-ne direct. Echipa dumneavoastră, Alpha Bank.",0,email,banking security alert
"Subject: AVERTISMENT IMPORTANT - CONTUL DUMNEAVOASTRA VA EXPIRA. Stimati clienti, va instiintam ca serviciile dvs. bancare online vor fi suspendate din cauza unei erori de verificare. Pentru a evita intreruperea, va rugam sa reconfirmati detaliile contului aici: bancarost.com/confirm. Acest proces dureaza mai putin de 2 minute.",1,email,banking security alert
"ING Alertă: S-a inițiat o plată online de 75 RON. Dacă nu recunoașteți această tranzacție, accesați secțiunea „Ajutor” din aplicația Home'Bank sau contactați suportul ING la 021 402 1000.",0,sms,banking security alert
Alerta critica! Contul dvs. Bancar este sub atac! URGENT actualizați-vă PIN-ul aici: banca-online.biz/urgent-update,1,sms,banking security alert
"Subiect: Notificare: Măsuri De Securitate Îmbunătățite. Stimate Client, Pentru a asigura o protecție sporită a contului dumneavoastră, am implementat noi măsuri de securitate. Vă încurajăm să vă autentificați în aplicația mobilă sau pe site-ul băncii pentru a explora noile funcționalități. Nu este necesară nicio acțiune imediată. Cu considerație, Garanti Bank.",0,email,banking security alert
"Subject: Suspicious IP Loggin Detected - Action Required. Dear Valued User, We have noticed a login attempt from an unrecognised IP address. For your safety, we have temporarily restricted your account. To regain full access, please validate your identity at our secure portal: update.bank-online-service.org/login. If this is not done within 12 hours, your account will be permanently blocked. Thank you for your prompt attention to this matter.",1,email,banking security alert
BRD: Sesizarea cu nr. 1234567 a fost inregistrata. Va vom contacta in cel mai scurt timp pentru detalii. Va multumim pentru rabdare.,0,sms,banking security alert
"Contul dvs. va fi suspendat în curând! Reintroduceți-vă datele personale la: ro-banc.info/reactivate. Daca nu o faceți, veți pierde accesul!",1,sms,banking security alert
"Subiect: Întrebări Frecvente Despre Securitatea Contului. Stimate Client, Vă trimitem un buletin informativ cu cele mai frecvente întrebări despre securitatea contului și cum să vă protejați. Puteți găsi informații detaliate pe pagina noastră oficială [link către pagina oficială FAQ]. Nu este necesară nicio acțiune urgentă din partea dumneavoastră. Cu respect, Libra Internet Bank.",0,email,banking security alert
"Subject: VERIFICARE OBLIGATORIE A CONTULUI. Estimati Client, Serviciile dvs. bancare sunt in pericol. Am detectat tranzactii suspicioase din alte tari. Trebuie sa verificati imediat contul dvs. pentru a evita pierderea fondurilor. Click aici: bancapost.cc/verify-account. Nu ne asumam responsabilitatea pentru intarzieri.",1,email,banking security alert
"Raiffeisen Bank: Am înregistrat o tentativă de conectare pe contul dumneavoastră online dintr-o locație nouă. Verificați istoricul de conectări în aplicația SmartMobile. Dacă aveți nelămuriri, contactați-ne la 021 306 3061.",0,sms,banking security alert
Alerta de frauda! Cardul dvs. a fost blocat temporar! Deblocati-l acum introducand detaliile aici: bancaromania.top/deblocheaza,1,sms,banking security alert
"Subiect: Ghid de Securitate Cibernetică pentru Clienți. Stimate Client, Pentru a vă ajuta să vă protejați mai bine împotriva atacurilor cibernetice, am elaborat un ghid complet de securitate. Îl puteți accesa pe site-ul nostru oficial, secțiunea ""Securitate"". Vă rugăm să nu răspundeți la acest email cu informații personale. Cu stimă, First Bank.",0,email,banking security alert
"Subject: Ați FOST SELECTAT PENTRU VERIFICARE ANTI-FRAUDA. Dragă Client, Din cauza creșterii fraudelor, contul dvs. a fost selectat aleatoriu pentru o verificare de securitate obligatorie. Vă rugăm să completați formularul nostru securizat în următoarele 3 ore pentru a evita suspendarea: portal-banca.ru/verificare. Mulțumim pentru cooperare urgentă.",1,email,banking security alert
"Unicredit: Am detectat o încercare de conectare e-banking la ora 11:45. Dacă nu recunoașteți această acțiune, vă rugăm să ne sunați la 0800 800 800.",0,sms,banking security alert
